Date,Front,Next
2016-02-12,1864.8,1895.6
2016-02-16,1895.6,1926.8
2016-02-17,1926.8,1917.8
2016-02-18,1917.8,1917.8
2016-02-19,1917.8,1945.5
2016-02-22,1945.5,1921.3
2016-02-23,1921.3,1929.8
2016-02-24,1929.8,1951.7
2016-02-25,1951.7,1948.0
2016-02-26,1948.0,1932.2
2016-02-29,1932.2,1978.3
2016-03-01,1978.3,1986.5
2016-03-02,1986.5,1993.4
2016-03-03,1993.4,2000.0
2016-03-04,2000.0,2001.8
2016-03-07,2001.8,1979.3
2016-03-08,1979.3,1989.3
2016-03-09,1989.3,1989.6
2016-03-10,1989.6,2022.2
2016-03-11,2022.2,2019.6
2016-03-14,2019.6,2015.9
2016-03-15,2015.9,2027.2
2016-03-16,2027.2,2040.6
2016-03-17,2040.6,2049.6
2016-03-18,2049.6,2051.6
2016-03-21,2051.6,2049.8
2016-03-22,2049.8,2036.7
2016-03-23,2036.7,2035.9
2016-03-24,2035.9,2037.0
2016-03-28,2037.0,2055.0
2016-03-29,2055.0,2063.9
2016-03-30,2063.9,2059.7
2016-03-31,2059.7,2072.8
2016-04-01,2072.8,2066.1
2016-04-04,2066.1,2045.2
2016-04-05,2045.2,2066.7
2016-04-06,2066.7,2041.9
2016-04-07,2041.9,2047.6
2016-04-08,2047.6,2042.0
2016-04-11,2042.0,2061.7
2016-04-12,2061.7,2082.4
2016-04-13,2082.4,2082.8
2016-04-14,2082.8,2080.7
2016-04-15,2080.7,2094.3
2016-04-18,2094.3,2100.8
2016-04-19,2100.8,2102.4
2016-04-20,2102.4,2091.5
2016-04-21,2091.5,2091.6
2016-04-22,2091.6,2087.8
2016-04-25,2087.8,2091.7
2016-04-26,2091.7,2095.2
2016-04-27,2095.2,2075.8
2016-04-28,2075.8,2065.3
2016-04-29,2065.3,2081.4
2016-05-02,2081.4,2063.4
2016-05-03,2063.4,2051.1
2016-05-04,2051.1,2050.6
2016-05-05,2050.6,2057.1
2016-05-06,2057.1,2058.7
2016-05-09,2058.7,2084.4
2016-05-10,2084.4,2064.5
2016-05-11,2064.5,2064.1
2016-05-12,2064.1,2046.6
2016-05-13,2046.6,2066.7
2016-05-16,2066.7,2047.2
2016-05-17,2047.2,2047.6
2016-05-18,2047.6,2040.0
2016-05-19,2040.0,2052.3
2016-05-20,2052.3,2048.0
2016-05-23,2048.0,2076.1
2016-05-24,2076.1,2090.5
2016-05-25,2090.5,2090.1
2016-05-26,2090.1,2099.1
2016-05-27,2099.1,2097.0
2016-05-31,2097.0,2099.3
2016-06-01,2099.3,2105.3
2016-06-02,2105.3,2099.1
2016-06-03,2099.1,2109.4
2016-06-06,2109.4,2112.1
2016-06-07,2112.1,2119.1
2016-06-08,2119.1,2115.5
2016-06-09,2115.5,2096.1
2016-06-10,2096.1,2079.1
2016-06-13,2079.1,2075.3
2016-06-14,2075.3,2071.5
2016-06-15,2071.5,2078.0
2016-06-16,2078.0,2071.2
2016-06-17,2071.2,2083.2
2016-06-20,2083.2,2088.9
2016-06-21,2088.9,2085.4
2016-06-22,2085.4,2113.3
2016-06-23,2113.3,2037.4
2016-06-24,2037.4,2000.5
2016-06-27,2000.5,2036.1
2016-06-28,2036.1,2070.8
2016-06-29,2070.8,2098.9
2016-06-30,2098.9,2102.9
2016-07-01,2102.9,2088.6
2016-07-05,2088.6,2099.7
2016-07-06,2099.7,2097.9
2016-07-07,2097.9,2129.9
2016-07-08,2129.9,2137.2
2016-07-11,2137.2,2152.1
2016-07-12,2152.1,2152.4
2016-07-13,2152.4,2163.8
2016-07-14,2163.8,2161.7
2016-07-15,2161.7,2166.9
2016-07-18,2166.9,2163.8
2016-07-19,2163.8,2173.0
2016-07-20,2173.0,2165.2
2016-07-21,2165.2,2175.0
2016-07-22,2175.0,2168.5
2016-07-25,2168.5,2169.2
2016-07-26,2169.2,2166.6
2016-07-27,2166.6,2170.1
2016-07-28,2170.1,2173.6
2016-07-29,2173.6,2170.8
2016-08-01,2170.8,2157.0
2016-08-02,2157.0,2163.8
2016-08-03,2163.8,2164.2
2016-08-04,2164.2,2182.9
2016-08-05,2182.9,2180.9
2016-08-08,2180.9,2181.7
2016-08-09,2181.7,2175.5
2016-08-10,2175.5,2185.8
2016-08-11,2185.8,2184.1
2016-08-12,2184.1,2190.2
2016-08-15,2190.2,2178.2
2016-08-16,2178.2,2182.2
2016-08-17,2182.2,2187.0
2016-08-18,2187.0,2183.9
2016-08-19,2183.9,2182.6
2016-08-22,2182.6,2186.9
2016-08-23,2186.9,2175.4
2016-08-24,2175.4,2172.5
2016-08-25,2172.5,2169.0
2016-08-26,2169.0,2180.4
2016-08-29,2180.4,2176.1
2016-08-30,2176.1,2170.9
2016-08-31,2170.9,2170.9
2016-09-01,2170.9,2180.0
2016-09-02,2180.0,2186.5
2016-09-06,2186.5,2186.2
2016-09-07,2186.2,2181.3
2016-09-08,2181.3,2127.8
2016-09-09,2127.8,2159.0
2016-09-12,2159.0,2127.0
2016-09-13,2127.0,2125.8
2016-09-14,2125.8,2147.3
2016-09-15,2147.3,2139.2
2016-09-16,2139.2,2139.1
2016-09-19,2139.1,2139.8
2016-09-20,2139.8,2163.1
2016-09-21,2163.1,2177.2
2016-09-22,2177.2,2164.7
2016-09-23,2164.7,2146.1
2016-09-26,2146.1,2159.9
2016-09-27,2159.9,2171.4
2016-09-28,2171.4,2151.1
2016-09-29,2151.1,2168.3
2016-09-30,2168.3,2161.2
2016-10-03,2161.2,2150.5
2016-10-04,2150.5,2159.7
2016-10-05,2159.7,2160.8
2016-10-06,2160.8,2153.7
2016-10-07,2153.7,2163.7
2016-10-10,2163.7,2136.7
2016-10-11,2136.7,2139.2
2016-10-12,2139.2,2132.6
2016-10-13,2132.6,2133.0
2016-10-14,2133.0,2126.5
2016-10-17,2126.5,2139.6
2016-10-18,2139.6,2144.3
2016-10-19,2144.3,2141.3
2016-10-20,2141.3,2141.2
2016-10-21,2141.2,2151.3
2016-10-24,2151.3,2143.2
2016-10-25,2143.2,2139.4
2016-10-26,2139.4,2133.0
2016-10-27,2133.0,2126.4
2016-10-28,2126.4,2126.2
2016-10-31,2126.2,2111.7
2016-11-01,2111.7,2097.9
2016-11-02,2097.9,2088.7
2016-11-03,2088.7,2085.2
2016-11-04,2085.2,2131.5
2016-11-07,2131.5,2139.6
2016-11-08,2139.6,2163.3
2016-11-09,2163.3,2167.5
2016-11-10,2167.5,2164.4
2016-11-11,2164.4,2164.2
2016-11-14,2164.2,2180.4
2016-11-15,2180.4,2176.9
2016-11-16,2176.9,2187.1
2016-11-17,2187.1,2181.9
2016-11-18,2181.9,2198.2
2016-11-21,2198.2,2202.9
2016-11-22,2202.9,2204.7
2016-11-23,2204.7,2213.3
2016-11-25,2213.3,2201.7
2016-11-28,2201.7,2204.7
2016-11-29,2204.7,2198.8
2016-11-30,2198.8,2191.1
2016-12-01,2191.1,2191.9
2016-12-02,2191.9,2204.7
2016-12-05,2204.7,2212.2
2016-12-06,2212.2,2241.3
2016-12-07,2241.3,2246.2
2016-12-08,2246.2,2259.5
2016-12-09,2259.5,2257.0
2016-12-12,2257.0,2271.7
2016-12-13,2271.7,2253.3
2016-12-14,2253.3,2262.0
2016-12-15,2262.0,2258.1
2016-12-16,2258.1,2262.5
2016-12-19,2262.5,2270.8
2016-12-20,2270.8,2265.2
2016-12-21,2265.2,2261.0
2016-12-22,2261.0,2263.8
2016-12-23,2263.8,2268.9
2016-12-27,2268.9,2249.9
2016-12-28,2249.9,2249.3
2016-12-29,2249.3,2238.8
2016-12-30,2238.8,2257.8
2017-01-03,2257.8,2270.8
2017-01-04,2270.8,2269.0
2017-01-05,2269.0,2277.0
2017-01-06,2277.0,2268.9
2017-01-09,2268.9,2268.9
2017-01-10,2268.9,2275.3
2017-01-11,2275.3,2270.4
2017-01-12,2270.4,2274.6
2017-01-13,2274.6,2267.9
2017-01-17,2267.9,2271.9
2017-01-18,2271.9,2263.7
2017-01-19,2263.7,2271.3
2017-01-20,2271.3,2265.2
2017-01-23,2265.2,2280.1
2017-01-24,2280.1,2298.4
2017-01-25,2298.4,2296.7
2017-01-26,2296.7,2294.7
2017-01-27,2294.7,2280.9
2017-01-30,2280.9,2278.9
2017-01-31,2278.9,2279.6
2017-02-01,2279.6,2280.8
2017-02-02,2280.8,2297.4
2017-02-03,2297.4,2292.6
2017-02-06,2292.6,2293.1
2017-02-07,2293.1,2294.7
2017-02-08,2294.7,2307.9
