Date,Carry_Z
2015-09-14,0.12399533816705231
2015-09-15,0.17466413340561568
2015-09-16,0.19371129184097727
2015-09-17,0.04396615404172438
2015-09-18,-0.10820012106535895
2015-09-21,-0.27137786866829583
2015-09-22,-0.1723619091718622
2015-09-23,-0.038381876773411386
2015-09-24,-0.018276479887165457
2015-09-25,0.045073348068644735
2015-09-28,0.027133942256520487
2015-09-29,-0.0717183342912731
2015-09-30,-0.010123787813181843
2015-10-01,0.05691674411382093
2015-10-02,0.0273478686036376
2015-10-05,0.06215278437588242
2015-10-06,0.023563083277569022
2015-10-07,0.04488615547665227
2015-10-08,0.04703789768577219
2015-10-09,0.010426346173128952
2015-10-12,0.03312273263831506
2015-10-13,0.11748156076322
2015-10-14,0.0480775234548373
2015-10-15,-0.05697250965233101
2015-10-16,0.0026511078478640266
2015-10-19,0.08045196926251391
2015-10-20,0.11226414282208182
2015-10-21,-0.060736265747145725
2015-10-22,-0.13961927798041157
2015-10-23,-0.09408429148540524
2015-10-26,-0.12634831826586923
2015-10-27,-0.20192578281442514
2015-10-28,-0.12772397423809043
2015-10-29,-0.12031799582063565
2015-10-30,-0.12345368121870673
2015-11-02,-0.136674690572347
2015-11-03,-0.24546493057794136
2015-11-04,-0.21273876551865512
2015-11-05,-0.3207943278778865
2015-11-06,-0.3548472546005325
2015-11-09,-0.3666224340459041
2015-11-10,-0.3622565702049738
2015-11-11,-0.3697835953551875
2015-11-12,-0.33636291083832953
2015-11-13,-0.3677318633225368
2015-11-16,-0.37651380100195686
2015-11-17,-0.37276027236606896
2015-11-18,-0.3148919465107924
2015-11-19,-0.23345864577872227
2015-11-20,-0.1819522345798187
2015-11-23,-0.19994410355476505
2015-11-24,-0.2011053395869072
2015-11-25,-0.133506871112063
2015-11-30,-0.16210612496097687
2015-12-01,-0.14450185322136633
2015-12-02,0.059063112050470115
2015-12-03,0.01512522589260869
2015-12-04,0.07089094495238338
2015-12-07,0.09890581840853965
2015-12-08,0.1921705566195063
2015-12-09,0.1288849028714561
2015-12-10,0.11151714962554819
2015-12-11,0.13752234290349521
2015-12-14,0.15671535039041673
2015-12-15,0.17245598175027335
2015-12-16,0.1074932919971815
2015-12-17,0.08235211033105394
2015-12-18,0.16580938280368832
2015-12-21,0.19523311846971483
2015-12-22,0.16167061839616317
2015-12-23,0.20545603932716094
2015-12-24,0.2164608869834126
2015-12-28,0.20692282272930634
2015-12-29,0.16454877046695826
2015-12-30,0.13331846745613118
2015-12-31,-0.008581344958866902
2016-01-04,-0.01607671347946037
2016-01-05,-0.030525011735699405
2016-01-06,-0.012754206287180445
2016-01-07,0.03423147985953156
2016-01-08,-0.03657509042179731
2016-01-11,-0.04118933448096606
2016-01-12,0.008006095354188173
2016-01-13,0.012081005265148471
2016-01-14,0.09576900006581868
2016-01-15,0.056225720185184756
2016-01-20,0.016099828253459063
2016-01-21,-0.071113657027401
2016-01-22,-0.0393713280161575
2016-01-25,-0.020406901256849137
2016-01-26,0.022865333090779916
2016-01-27,0.04446773264163536
2016-01-28,0.019789522539004598
2016-01-29,0.05324488282772825
2016-02-01,0.08897292410640616
2016-02-02,0.2556530858729888
2016-02-03,0.29466795408471236
2016-02-04,0.1640486299594843
2016-02-05,0.18789462582045913
2016-02-08,0.2857286346060893
2016-02-09,0.28324853141699025
2016-02-10,0.286346711022414
2016-02-11,0.24877306359086548
2016-02-12,0.14933752454198249
2016-02-17,0.12582848596359258
2016-02-18,0.15286673484190091
2016-02-19,0.13276071303395498
2016-02-22,0.09046636165179556
2016-02-23,0.0705376247689786
2016-02-24,0.060864296982803996
2016-02-25,-0.02878671767577409
2016-02-26,-0.002606576020606401
2016-02-29,-0.04064559857857011
2016-03-01,-0.058082582176499496
2016-03-02,-0.11248562177310165
2016-03-03,-0.1424389020342942
2016-03-04,-0.10146847706091582
2016-03-07,-0.1256043388543166
2016-03-08,-0.19032716809034925
2016-03-09,-0.06521004301020646
2016-03-10,-0.10038996339222245
2016-03-11,-0.09116264738361982
2016-03-14,-0.02299098195105482
2016-03-15,0.06156266883995709
2016-03-16,0.13358877705622882
2016-03-17,0.11526005266114915
2016-03-18,0.07762892903558112
2016-03-21,0.1287523516124481
2016-03-22,0.1136421663888466
2016-03-23,0.1106390055917673
2016-03-24,0.09741163733505577
2016-03-28,0.278695013783616
2016-03-29,0.3119770548528694
2016-03-30,0.3351744773895607
2016-03-31,0.2751619675282651
2016-04-01,0.24284781943706818
2016-04-04,0.2266141999982534
2016-04-05,0.23646209688126826
2016-04-06,0.22685599832151143
2016-04-07,0.11942495350159768
2016-04-08,0.13985262355185743
2016-04-11,0.1539336189620602
2016-04-12,0.07308845032703035
2016-04-13,-0.009028204025804051
2016-04-14,-0.06322338414300993
2016-04-15,-0.008024603534241528
2016-04-18,0.040635715794956145
2016-04-19,0.012747311118675506
2016-04-20,0.025478724523189736
2016-04-21,-0.008957303702522028
2016-04-22,0.02028677824220207
2016-04-25,0.02359118379312035
2016-04-26,-0.027316829744715405
2016-04-27,-0.03685571647694249
2016-04-28,0.0071376791263731395
2016-04-29,0.055583992272061185
2016-05-02,0.027629118411250677
2016-05-03,0.024624997670534055
2016-05-04,-0.045726765802571304
2016-05-05,-0.03172784897438835
2016-05-06,-0.06356664470476026
2016-05-09,-0.0776383128231375
2016-05-10,-0.019748078122680555
2016-05-11,0.01824627566393548
2016-05-12,-0.03153311243662369
2016-05-13,-0.0337505165703944
2016-05-16,-0.0605276077001181
2016-05-17,-0.1633989419970224
2016-05-18,-0.12982275898279796
